id,product_id,order_id
14055,0,7272
14095,0,1038
14196,0,9659
14369,0,8300
14392,0,5879
14440,0,4965
14473,0,9530
14492,0,1416
14603,0,3563
14933,0,5765
15028,0,7775
15447,0,7517
15699,0,1244
15769,0,1942
15973,0,4217
16127,0,9058
16467,0,1602
16523,0,7119
16588,0,8079
16637,0,6094
16701,0,5934
16715,0,428
16787,0,4486
16825,0,7551
16922,0,862
16971,0,8734
17052,0,897
17075,0,8436
17096,0,8733
17188,0,7548
17382,0,93
17385,0,3112
17386,0,9974
17561,0,368
17703,0,6265
17772,0,3755
17838,0,1729
18051,0,9508
18452,0,8417
18605,0,8633
18753,0,8775
18810,0,7275
18827,0,4736
19106,0,8113
19136,0,9732
19156,0,6764
19200,0,8358
19265,0,8034
19305,0,9712
19327,0,3246
19353,0,2552
19357,0,5683
19403,0,8718
19453,0,2447
19463,0,4697
19493,0,4757
19579,0,2209
19603,0,7875
19664,0,9138
19820,0,489
20000,0,5827
20058,0,389
20079,0,3859
20289,0,8017
20517,0,8912
20588,0,5619
20904,0,9262
20912,0,5747
20919,0,296
20983,0,8139
21003,0,481
21057,0,6369
21186,0,3775
21224,0,2244
21317,0,9021
21482,0,6571
21533,0,6015
21546,0,9888
21602,0,4125
21617,0,2165
21688,0,9750
21918,0,9729
21957,0,4074
22012,0,9586
22058,0,121
22195,0,3182
22409,0,5221
22450,0,7885
22505,0,4408
22534,0,8014
22568,0,2922
22685,0,490
22730,0,2046
22741,0,6125
22770,0,6288
22797,0,416
22877,0,2458
22920,0,4491
22938,0,8664
23215,0,3877
23488,0,9537
23614,0,252
23703,0,342
23765,0,6339
23785,0,2616
23914,0,8311
23982,0,5244
24125,0,3669
24135,0,5580
24455,0,1683
24456,0,102
24565,0,9092
24728,0,6118
24795,0,6487
24813,0,178
24847,0,5274
24855,0,2232
24963,0,339
25001,0,8895
25003,0,5099
25012,0,4749
25529,0,52
25560,0,6452
25579,0,1211
25808,0,8316
25846,0,9338
25981,0,8229
26073,0,3800
26117,0,4640
26376,0,4596
26393,0,7273
26397,0,8654
26489,0,5626
26501,0,2760
26578,0,7571
26605,0,9472
26687,0,4221
26780,0,7956
26798,0,5476
26814,0,1527
26848,0,6997
26859,0,8146
26862,0,3416
27066,0,375
27088,0,1145
27165,0,7292
27349,0,600
27391,0,6723
27572,0,4626
27672,0,874
27695,0,2984
27888,0,727
27961,0,674
27980,0,6175
28053,0,5637
28069,0,9373
28158,0,7100
28278,0,4202
28363,0,7406
28447,0,1813
28912,0,9812
28917,0,3432
29046,0,4920
29127,0,2677
29157,0,147
29366,0,452
29418,0,1777
29424,0,7928
29612,0,8650
29622,0,4465
29718,0,4475
29760,0,6508
29792,0,1145
29875,0,7544
29883,0,4796
29909,0,6620
29999,0,8259
30159,0,2775
30177,0,257
30237,0,6254
30338,0,9743
30416,0,9697
30434,0,1521
30552,0,9848
30590,0,4193
30600,0,8737
30630,0,8444
30637,0,5629
30640,0,1309
30725,0,8775
30748,0,9602
30825,0,1511
30930,0,7599
31063,0,6025
31139,0,7020
31290,0,2516
31383,0,4900
31970,0,5710
31994,0,4439
31999,0,4030
32423,0,1099
32443,0,5673
32523,0,8205
32550,0,1316
32580,0,2952
32630,0,9261
32684,0,5333
32713,0,6040
32750,0,5072
32859,0,9160
33044,0,7536
33433,0,3820
33462,0,6927
33580,0,981
33915,0,9348
34028,0,3338
34185,0,9138
34277,0,5501
34632,0,1377
34764,0,4802
34811,0,5697
34824,0,7117
34929,0,4056
35012,0,4129
35212,0,1560
35232,0,3979
35247,0,8962
35327,0,2242
35351,0,2567
35404,0,5442
35455,0,8308
35661,0,9278
35709,0,6034
35773,0,6599
35830,0,7756
35940,0,9130
35993,0,6747
36176,0,2039
36294,0,4925
36484,0,5407
36516,0,6599
36555,0,1193
36643,0,2941
36676,0,3036
36695,0,8579
36900,0,4108
36969,0,9734
36998,0,7414
37121,0,2967
37217,0,7440
37289,0,2720
37453,0,4635
37512,0,3412
37615,0,4165
37672,0,2694
37702,0,6483
38123,0,4742
38177,0,2869
38267,0,297
38294,0,6235
38345,0,2313
38632,0,6471
38712,0,4467
38718,0,8517
38877,0,9019
39168,0,4279
39171,0,9564
39297,0,2171
39308,0,1710
39311,0,9464
39496,0,2945
39516,0,3312
39591,0,4337
39675,0,6509
40040,0,6848
40102,0,9250
40169,0,2967
40337,0,9548
40358,0,6914
40419,0,1166
40478,0,2759
40536,0,8113
40615,0,5661
40694,0,1916
40722,0,490
40760,0,4642
40842,0,6603
40887,0,282
41358,0,2542
41406,0,2783
41452,0,6562
41546,0,8566
41559,0,8769
41645,0,5039
41676,0,3880
41728,0,8528
42166,0,2004
42710,0,7514
42780,0,2493
42884,0,7900
42923,0,9198
42997,0,4808
43164,0,8097
43172,0,5863
43175,0,8610
43245,0,9689
43387,0,9566
43533,0,5230
43548,0,9141
43617,0,9589
43707,0,53
43909,0,4735
43912,0,1313
43970,0,9725
44097,0,309
44138,0,3978
44150,0,1365
44165,0,5997
44166,0,7470
44176,0,2358
44275,0,8455
44436,0,3131
44658,0,6868
44660,0,9511
44812,0,749
44833,0,5629
44840,0,8113
44857,0,2036
44922,0,2632
44942,0,4234
45000,0,8317
45050,0,3039
45238,0,2345
45251,0,5706
45278,0,1293
45393,0,6051
45537,0,2824
45546,0,2202
45585,0,2779
45590,0,1649
45664,0,4510
45741,0,4871
46022,0,8316
46119,0,2180
46236,0,8723
46294,0,8099
46342,0,2616
46447,0,5934
46528,0,4136
46538,0,9542
46586,0,5684
46588,0,8239
46650,0,9004
46655,0,6586
46668,0,472
46701,0,9380
46791,0,610
46803,0,1161
47067,0,3205
47113,0,6593
47119,0,2527
47287,0,6752
47507,0,8904
47706,0,1810
47711,0,5432
47811,0,5779
47943,0,2007
47998,0,4319
48021,0,1534
48127,0,1861
48281,0,1085
48291,0,3508
48296,0,6519
48565,0,6480
48697,0,1497
48782,0,3060
48851,0,32
48875,0,8389
48894,0,5189
48949,0,1828
48964,0,5823
48979,0,1518
49133,0,8893
49252,0,3829
49331,0,6512
49378,0,5997
49738,0,478
49850,0,7064
49982,0,6026
245,0,8863
1598,0,2355
1703,0,5243
2814,0,2696
4257,0,738
4510,0,5628
4841,0,9900
4854,0,6055
4915,0,3520
6443,0,4920
6875,0,148
8017,0,6007
8794,0,3109
8921,0,4432
8941,0,6456
10759,0,4216
11295,0,9647
11637,0,8948
12539,0,5199
12800,0,97
13519,0,7024
15561,0,6130
15902,0,1583
16183,0,3420
16575,0,5760
17059,0,4105
19274,0,1542
20171,0,1065
20360,0,3556
21387,0,159
22266,0,7467
22270,0,9206
22314,0,9267
24450,0,2405
27708,0,693
29090,0,122
33159,0,7655
33439,0,988
33977,0,9538
33991,0,916
35065,0,5742
35682,0,6362
35739,0,126
37033,0,1113
38201,0,3243
40338,0,9124
40959,0,4708
45366,0,700
46320,0,867
48853,0,5590
49020,0,7985
75,0,3460
349,0,1266
1398,0,3443
1613,0,3534
1988,0,3728
2221,0,5503
2250,0,7453
2612,0,7515
3168,0,943
3297,0,950
3453,0,2882
3704,0,6906
3763,0,8088
3958,0,6737
4056,0,6424
4116,0,7245
4284,0,4620
4336,0,2754
4749,0,2649
5370,0,1356
5589,0,6804
5905,0,333
6093,0,502
6169,0,431
6773,0,9958
7006,0,6328
7424,0,3055
7563,0,1060
7617,0,1966
8036,0,8315
8374,0,8049
8494,0,7081
8504,0,2722
8719,0,1543
8973,0,2206
9247,0,3978
10334,0,7711
11744,0,3928
11795,0,5747
12133,0,9141
12167,0,6210
12328,0,2290
12931,0,329
14183,0,4568
14296,0,3918
14327,0,4716
14405,0,152
14447,0,5217
14979,0,5901
15789,0,2172
16057,0,6880
16088,0,1454
16197,0,188
16249,0,9552
16778,0,4384
16884,0,292
17154,0,9700
17300,0,2086
17638,0,7162
17819,0,5437
18406,0,2783
18661,0,3680
18681,0,3401
18820,0,7087
18943,0,8771
19163,0,9352
19297,0,4116
19442,0,3212
20001,0,1353
20051,0,5903
20071,0,3286
20199,0,4997
20234,0,9441
21088,0,2263
21329,0,8307
21372,0,1056
21689,0,4924
23223,0,3304
23381,0,7061
23498,0,7853
23622,0,2598
23659,0,2409
23712,0,9521
23741,0,6982
23767,0,8744
23787,0,5828
23928,0,9224
24681,0,590
25062,0,9857
25174,0,9065
25187,0,413
25346,0,3189
25496,0,1991
26317,0,9095
26368,0,3557
26450,0,5852
26640,0,2203
27079,0,1151
27198,0,1285
27404,0,3571
28459,0,1267
28514,0,7848
28743,0,6592
28831,0,914
28852,0,8418
29533,0,2818
29547,0,1222
29780,0,3521
29977,0,5592
30182,0,6646
30330,0,4450
30702,0,9924
30770,0,4795
30827,0,7378
30830,0,8474
30920,0,4380
31573,0,7327
31639,0,9564
31678,0,5586
32172,0,167
32481,0,9020
32662,0,6014
32817,0,9064
32999,0,5751
33057,0,2089
33068,0,4697
33192,0,9178
33229,0,4700
33251,0,9364
33673,0,9495
33926,0,2044
34054,0,1362
34247,0,3202
34677,0,2226
34797,0,3149
34846,0,3748
35640,0,2068
35731,0,8679
36494,0,2601
37056,0,5378
37249,0,1184
37370,0,6414
37473,0,6997
37627,0,699
38078,0,994
38100,0,2857
38211,0,9048
38302,0,1707
38590,0,4796
38612,0,7943
38652,0,9097
39027,0,7659
39312,0,9082
39534,0,8443
40030,0,8240
40168,0,2268
40171,0,1139
40444,0,8469
40600,0,3158
40892,0,9187
40955,0,1508
41263,0,3953
41827,0,2467
42097,0,927
42163,0,5609
42288,0,1506
42565,0,6249
42741,0,4836
43132,0,1943
43137,0,1755
43439,0,5176
43862,0,6108
43919,0,9618
44114,0,8585
44184,0,7057
44364,0,4507
44395,0,712
44465,0,2458
44691,0,6452
44699,0,3788
44953,0,5842
45001,0,3647
45342,0,7573
45429,0,7445
45508,0,4043
45568,0,4194
45653,0,1621
45919,0,2303
45994,0,6841
46042,0,5025
46678,0,9380
46822,0,4397
46957,0,5455
46976,0,156
47340,0,9092
47443,0,5147
47807,0,6045
47886,0,4900
48349,0,1290
48366,0,2658
48396,0,6955
48624,0,5957
48743,0,9737
49689,0,7927
693,0,557
1644,0,6024
2505,0,8771
2665,0,5206
2725,0,4089
4227,0,4669
4472,0,8917
5721,0,4363
6101,0,2803
7421,0,2671
7868,0,1191
8089,0,9562
8469,0,807
9098,0,4210
11608,0,4977
11777,0,1645
12216,0,9046
12279,0,9844
15350,0,1215
16621,0,2813
17513,0,2679
18132,0,5081
19410,0,6552
20005,0,2963
20031,0,3730
20982,0,3412
23643,0,205
24910,0,2826
26898,0,8952
27688,0,7380
28588,0,7788
29248,0,1284
30048,0,1959
30067,0,8275
30079,0,3273
30505,0,7853
30674,0,1362
30710,0,108
31295,0,4657
33812,0,6286
34421,0,9862
34454,0,4109
34589,0,1155
38090,0,6993
38909,0,7770
39130,0,1156
39497,0,4469
40075,0,5891
40181,0,2022
41417,0,780
41826,0,3716
42034,0,7204
42678,0,1239
43517,0,1059
43594,0,8335
43794,0,2036
44757,0,5737
45321,0,4832
45382,0,7246
45439,0,9148
45550,0,9023
45765,0,3639
45829,0,8960
46192,0,9889
47631,0,5820
48725,0,5989
174,1,3043
196,1,2667
395,1,990
415,1,5286
423,1,9405
429,1,8352
601,1,3004
901,1,7854
912,1,9775
944,1,9680
956,1,2259
988,1,7528
1029,1,9747
1056,1,9926
1060,1,9886
1215,1,6310
1229,1,9622
1405,1,4025
1728,1,5407
1751,1,4683
1767,1,6553
1816,1,3579
1958,1,4083
1986,1,4960
2053,1,2995
2063,1,2549
2289,1,5250
2358,1,2771
2647,1,2513
2737,1,2069
2768,1,4184
2785,1,2930
2815,1,9434
2986,1,2344
2994,1,5410
3144,1,6823
3230,1,2060
3424,1,6178
3527,1,330
3544,1,9140
3751,1,1509
3823,1,6089
3902,1,6042
3954,1,8814
3983,1,51
4011,1,3944
4087,1,7304
4309,1,9575
4343,1,8735
4345,1,5085
4421,1,3034
4523,1,1728
4526,1,2508
4630,1,3862
4665,1,6478
4731,1,1842
4822,1,2906
4893,1,1559
4911,1,585
4987,1,1624
5026,1,7631
5148,1,5219
5290,1,8858
5303,1,7378
5314,1,9170
5460,1,9414
5512,1,8322
5667,1,4945
5717,1,4054
5724,1,329
5740,1,9696
5883,1,2571
5924,1,5758
5957,1,6875
5999,1,6850
6027,1,8386
6289,1,6128
6442,1,3006
6509,1,3912
6550,1,1663
6605,1,6396
6654,1,3869
6708,1,1101
6730,1,542
6769,1,9611
6881,1,3972
6990,1,9342
7012,1,2033
7104,1,6256
7198,1,1505
7243,1,5411
7251,1,5050
7352,1,6253
7378,1,5884
7578,1,3378
7585,1,6938
7670,1,7680
7770,1,5139
7815,1,3125
7867,1,2932
7962,1,2081
8033,1,1277
8454,1,8848
8610,1,469
8811,1,8476
8898,1,2196
8919,1,8797
9147,1,1425
9166,1,9504
9185,1,514
9334,1,4525
9463,1,6763
9636,1,9880
9732,1,1927
9747,1,1265
9778,1,3831
9876,1,1676
9903,1,2910
10033,1,5548
10130,1,3906
10265,1,6206
10303,1,3870
10364,1,9592
10419,1,9063
10457,1,615
10550,1,75
10600,1,7645
10647,1,305
10677,1,1615
10997,1,8611
11029,1,5934
11103,1,6597
11146,1,2491
11294,1,3102
11357,1,4178
11465,1,7065
11684,1,4281
11709,1,5341
11769,1,8114
11781,1,1280
12029,1,5505
12135,1,865
12151,1,3450
12190,1,7999
12195,1,9240
12225,1,4487
12243,1,165
12266,1,4882
12280,1,5820
12284,1,4985
12292,1,1599
12332,1,7476
12342,1,1912
12381,1,7285
12440,1,7663
12477,1,8114
12506,1,7844
12510,1,3269
12593,1,7753
12657,1,4957
12829,1,4169
12964,1,9429
13055,1,187
13109,1,7492
13162,1,9452
13331,1,4310
13704,1,6580
13765,1,4101
13834,1,5250
13988,1,5775
14007,1,8784
14091,1,594
14292,1,3550
14391,1,3506
14467,1,8495
14549,1,3670
14597,1,4471
14638,1,1167
14662,1,6221
14673,1,2005
14677,1,3792
14809,1,2288
14869,1,9979
14896,1,2870
14905,1,5318
15089,1,4155
15130,1,3709
15187,1,5999
15209,1,9744
15242,1,5266
15381,1,718
15481,1,8910
15566,1,7417
15598,1,7613
15829,1,2080
15845,1,7189
16036,1,3987
16066,1,1827
16094,1,4971
16200,1,4181
16351,1,7897
16594,1,9917
16631,1,6772
16750,1,2719
16762,1,7567
16818,1,3337
16835,1,8479
16837,1,9334
16864,1,3870
16940,1,492
17024,1,3351
17078,1,1270
17186,1,2940
17287,1,2725
17531,1,2895
17562,1,9791
17626,1,7994
17869,1,496
17888,1,9222
17900,1,1748
17980,1,3558
18038,1,1119
18100,1,9841
18125,1,3323
18138,1,2171
18149,1,7089
18167,1,6861
18333,1,573
18348,1,7884
18353,1,3489
18407,1,9026
18513,1,2953
18616,1,8204
18716,1,6054
18771,1,5360
18777,1,7986
18916,1,4422
19071,1,3282
19161,1,330
19446,1,2092
19647,1,8545
19745,1,9195
19905,1,2048
20260,1,8694
20407,1,9253
20446,1,9504
20488,1,3553
20622,1,530
20646,1,5427
20774,1,4545
20961,1,2123
20971,1,6424
21012,1,4366
21203,1,7970
21549,1,4674
21844,1,6035
21888,1,2803
21980,1,5513
22000,1,1296
22113,1,314
22175,1,3903
22196,1,7091
22226,1,4470
22246,1,314
22348,1,5106
22351,1,5442
22611,1,6964
22616,1,5994
22761,1,8373
22762,1,1454
22902,1,9498
22908,1,2705
23050,1,2100
23151,1,2904
23399,1,5854
23734,1,7029
23790,1,8622
23833,1,786
23875,1,6337
23955,1,7757
23997,1,2354
24161,1,1105
24310,1,6771
24407,1,5989
24434,1,9796
24482,1,1938
24528,1,8041
24741,1,7788
24900,1,6010
25109,1,8176
25424,1,69
25472,1,6163
25498,1,5148
25512,1,1955
25550,1,4321
25586,1,7337
25717,1,7052
25805,1,4947
25845,1,8343
25905,1,3282
26000,1,7945
26187,1,7125
26200,1,9362
26288,1,7354
26492,1,9769
26609,1,7211
26621,1,4911
26649,1,8043
26733,1,2178
27050,1,9418
27235,1,8660
27276,1,4336
27345,1,7311
27549,1,7639
27602,1,5736
27617,1,1941
27639,1,1106
27667,1,9535
27893,1,4746
27938,1,207
27943,1,5857
28035,1,7098
28181,1,6512
28194,1,195
28200,1,7918
28276,1,6249
28360,1,759
28495,1,4372
28652,1,2528
28714,1,5628
28721,1,8015
28722,1,5272
28757,1,6219
28776,1,2765
28904,1,2326
28959,1,2058
29010,1,5388
29050,1,2038
29145,1,2399
29233,1,4499
29316,1,3128
29395,1,9768
29473,1,1293
29511,1,9913
29594,1,1493
29659,1,1706
29701,1,2202
30000,1,532
30022,1,7974
30053,1,1292
30089,1,9798
30193,1,3129
30272,1,3154
30293,1,246
30371,1,4755
30373,1,2288
30381,1,407
30383,1,4252
30454,1,342
30475,1,5679
30855,1,7677
31219,1,6125
31239,1,4753
31250,1,7192
31368,1,5421
31910,1,6182
31982,1,2603
32084,1,9556
32112,1,1985
32183,1,7137
32367,1,6734
32515,1,8876
32707,1,9949
32717,1,3166
32802,1,1017
32810,1,5777
33009,1,5009
33030,1,3930
33078,1,9820
33095,1,7529
33104,1,3806
33139,1,2398
33170,1,765
33268,1,1197
33398,1,2871
33629,1,7683
33832,1,3325
33958,1,8329
33986,1,7990
34108,1,4227
34267,1,9144
34362,1,2541
34504,1,881
34625,1,8677
35032,1,1309
35286,1,5219
35343,1,3943
35372,1,2107
35508,1,8932
35534,1,6203
35570,1,4163
35791,1,9785
35793,1,2912
35910,1,2381
36094,1,1409
36189,1,3788
36239,1,2083
36345,1,5756
36445,1,3795
36529,1,2408
36551,1,2095
36670,1,3426
36701,1,4442
36786,1,8969
36854,1,1510
36876,1,1544
36878,1,6877
37206,1,7526
37278,1,6733
37415,1,7650
37456,1,7318
37555,1,5824
37855,1,5328
37915,1,3895
37991,1,4754
38145,1,9767
38183,1,753
38264,1,4203
38390,1,2830
38462,1,5376
38564,1,9341
38624,1,8870
38784,1,4807
38794,1,2811
38827,1,3009
38953,1,2544
39388,1,4762
39412,1,1483
39647,1,9583
39744,1,5542
39830,1,9867
39842,1,5689
39975,1,7238
39993,1,6281
40070,1,6465
40094,1,9423
40117,1,3356
40323,1,2442
40380,1,7127
40689,1,3072
40909,1,1463
40918,1,8644
41003,1,4757
41110,1,5290
41196,1,1668
41204,1,1350
41220,1,7772
41261,1,295
41304,1,509
41337,1,3309
41374,1,3539
41464,1,4438
41467,1,2836
41470,1,8813
41498,1,5349
41715,1,3596
41831,1,9756
41931,1,2948
42026,1,6900
42081,1,6806
42162,1,1231
42274,1,3708
42308,1,2912
42321,1,5398
42361,1,9658
42364,1,6602
42480,1,5124
42511,1,8813
42651,1,7055
42711,1,5839
42712,1,5445
42810,1,7277
42868,1,7876
42936,1,3100
42961,1,6785
43065,1,1267
43192,1,5309
43326,1,5012
43409,1,6162
43462,1,9684
43494,1,9228
43534,1,6770
43614,1,9972
43638,1,1073
43660,1,5175
43697,1,2435
43836,1,2737
43891,1,7332
43958,1,6435
44037,1,8420
44077,1,8412
44277,1,2400
44312,1,271
44588,1,1521
44637,1,6353
44711,1,9517
45029,1,3311
45121,1,8158
45172,1,1015
45221,1,1798
45285,1,7413
45464,1,2346
45503,1,2984
45748,1,296
45753,1,8685
45796,1,314
45835,1,6999
45893,1,5706
46005,1,1532
46152,1,9894
46435,1,2611
46513,1,7289
46548,1,2927
46603,1,4484
46798,1,2075
46909,1,9111
46991,1,3587
47006,1,2932
47053,1,7614
47065,1,7548
47114,1,2080
47250,1,9695
47405,1,35
47581,1,5188
47655,1,1676
47705,1,1784
47745,1,1745
47758,1,2156
47786,1,9294
47982,1,7750
47995,1,6318
48092,1,9079
48096,1,4408
48110,1,8046
48129,1,7942
48156,1,2831
48239,1,9803
48301,1,3584
48467,1,4426
48537,1,3220
48692,1,5677
48705,1,5750
48726,1,9156
48828,1,9546
49033,1,5590
49212,1,1186
49352,1,2098
49494,1,3635
49648,1,1094
49652,1,377
49724,1,190
49799,1,3213
49832,1,7930
49847,1,2440
49886,1,9580
49915,1,1813
49952,1,3486
49954,1,6832
49986,1,16
49993,1,5051
189,1,7977
430,1,3761
433,1,8107
483,1,3857
838,1,8973
1080,1,4490
1246,1,8771
1280,1,8469
1844,1,9881
2476,1,5125
2742,1,5392
3097,1,9818
3146,1,972
3556,1,9668
5402,1,7927
5801,1,6916
5925,1,3830
6097,1,4820
6402,1,6225
6489,1,9183
6858,1,7120
7235,1,2168
7400,1,6587
7439,1,1831
7778,1,3237
8311,1,3247
8487,1,474
8542,1,1709
8639,1,7346
9118,1,3900
9133,1,8142
9199,1,8856
9546,1,894
9715,1,6844
9786,1,4572
9787,1,3557
9893,1,8449
9918,1,412
9977,1,4552
9983,1,4888
10028,1,7632
10109,1,4483
10194,1,921
10369,1,6382
10942,1,8490
13085,1,5753
13376,1,3467
13688,1,5589
13787,1,3938
13944,1,6999
14006,1,4578
14380,1,9285
15051,1,3484
15482,1,9981
15621,1,4999
16019,1,2996
16076,1,5356
16297,1,2403
16487,1,8266
16747,1,1874
17126,1,1820
17316,1,4075
17483,1,9682
17823,1,5766
17933,1,3330
17950,1,3736
18809,1,6595
18818,1,9603
18917,1,7460
19041,1,559
19261,1,689
19300,1,8096
19594,1,8979
19843,1,1519
20191,1,9575
20519,1,830
20623,1,2507
20660,1,8385
21106,1,9948
21742,1,2709
21838,1,5224
22237,1,5074
23514,1,7951
23584,1,2812
23759,1,1360
23793,1,8001
23871,1,3603
24030,1,6787
24053,1,7233
24881,1,1778
25014,1,1112
25017,1,942
25315,1,7047
25398,1,5237
25620,1,6167
25679,1,2564
25838,1,1894
25995,1,3273
26075,1,4997
27146,1,1415
27166,1,83
27622,1,5742
28493,1,9726
28733,1,977
28768,1,5402
28847,1,60
28990,1,3854
29330,1,8745
29679,1,3292
29724,1,7191
29817,1,7092
29904,1,8065
30130,1,4365
30332,1,5465
30673,1,3917
30735,1,4143
31247,1,237
31251,1,8044
31448,1,2979
31683,1,4235
31710,1,6789
31811,1,3002
32611,1,347
33500,1,3585
34838,1,5748
35196,1,6788
35504,1,8756
35862,1,3128
35954,1,1672
35974,1,2507
36165,1,6461
36307,1,2885
36704,1,474
36720,1,2246
36907,1,4892
37095,1,1548
37225,1,4715
37487,1,396
38214,1,3234
38714,1,6850
39151,1,8032
39220,1,7351
39521,1,7152
40164,1,9080
40423,1,6500
40556,1,6537
40703,1,9225
41435,1,2041
41440,1,2017
41814,1,6160
42121,1,479
42201,1,3033
42297,1,6194
42448,1,144
42584,1,12
42645,1,6495
42860,1,9048
43051,1,4937
43070,1,3658
43087,1,4700
43286,1,2094
43404,1,4784
43609,1,7581
44582,1,5624
45098,1,518
45211,1,6505
45261,1,1695
45454,1,2195
45976,1,5524
46091,1,9323
46316,1,4157
46508,1,2370
46594,1,1467
46807,1,3297
47112,1,6104
47802,1,9626
47809,1,4034
48143,1,8730
49804,1,3137
49806,1,2998
49823,1,9032
49995,1,8891
190,1,6832
771,1,7940
1321,1,9505
1495,1,4477
1526,1,1494
1576,1,6694
2568,1,8953
2676,1,5884
3518,1,6716
3616,1,1473
4072,1,3906
4658,1,7007
5009,1,7151
5018,1,2735
5465,1,386
5523,1,7981
6534,1,6252
6591,1,9412
6904,1,8252
7696,1,3499
7746,1,5251
8824,1,4717
8985,1,6602
8997,1,8338
9409,1,8971
10037,1,9862
10608,1,3192
10760,1,312
12185,1,2532
13427,1,700
14769,1,7236
15321,1,3283
15773,1,6967
15854,1,140
17841,1,1447
18530,1,4847
18890,1,3342
19280,1,1614
19481,1,9625
19900,1,4832
21137,1,2182
21394,1,6463
21447,1,870
21456,1,7841
22072,1,9076
22570,1,6613
22731,1,8113
23910,1,407
23984,1,4785
24891,1,8159
25240,1,5008
25266,1,506
25495,1,7235
25754,1,8650
26389,1,896
