id,created_at,customer_id,status
37,2019-06-29 06:35:55.000000 UTC,7,cancelado
141,2020-01-13 18:21:56.000000 UTC,7,cancelado
2474,2019-04-26 12:50:15.000000 UTC,7,cancelado
2767,2019-08-26 08:18:51.000000 UTC,7,cancelado
3470,2019-09-24 14:20:23.000000 UTC,7,cancelado
4433,2019-06-10 02:32:21.000000 UTC,7,cancelado
4827,2020-01-26 15:47:57.000000 UTC,8,cancelado
4855,2019-05-27 13:27:59.000000 UTC,8,cancelado
5559,2019-06-26 20:31:01.000000 UTC,8,cancelado
405,2020-02-20 12:27:53.000000 UTC,9,cancelado
5115,2019-09-27 08:30:55.000000 UTC,9,cancelado
5487,2019-07-09 14:25:45.000000 UTC,9,cancelado
6440,2019-08-23 06:22:07.000000 UTC,9,cancelado
6453,2019-01-25 09:18:31.000000 UTC,9,cancelado
6664,2019-09-29 05:20:48.000000 UTC,9,cancelado
8151,2020-02-04 07:22:26.000000 UTC,9,cancelado
8589,2019-12-06 02:43:53.000000 UTC,9,cancelado
8869,2019-10-26 08:47:52.000000 UTC,9,cancelado
77,2019-02-22 15:56:57.000000 UTC,10,cancelado
3914,2019-01-17 16:46:51.000000 UTC,10,cancelado
7327,2019-10-08 00:40:30.000000 UTC,10,cancelado
7455,2019-10-11 13:41:49.000000 UTC,10,cancelado
7913,2019-10-31 13:23:53.000000 UTC,10,cancelado
8490,2019-06-06 12:36:02.000000 UTC,10,cancelado
9083,2019-10-29 05:58:47.000000 UTC,10,cancelado
1884,2019-10-27 07:18:28.000000 UTC,11,cancelado
3897,2019-03-17 17:24:24.000000 UTC,11,cancelado
3899,2019-08-17 02:04:45.000000 UTC,11,cancelado
4198,2019-06-05 00:50:34.000000 UTC,11,cancelado
4717,2019-05-15 09:12:12.000000 UTC,11,cancelado
5673,2019-06-08 11:41:13.000000 UTC,11,cancelado
632,2020-01-05 08:35:57.000000 UTC,12,cancelado
1604,2020-02-10 02:39:19.000000 UTC,12,cancelado
1658,2019-12-21 08:17:39.000000 UTC,12,cancelado
2263,2019-07-19 12:45:39.000000 UTC,12,cancelado
3379,2020-02-03 15:59:22.000000 UTC,12,cancelado
3714,2019-07-01 13:55:06.000000 UTC,12,cancelado
4234,2020-03-01 08:37:08.000000 UTC,12,cancelado
4755,2019-12-27 13:09:35.000000 UTC,12,cancelado
7999,2020-01-07 02:48:33.000000 UTC,12,cancelado
193,2019-05-26 09:51:38.000000 UTC,13,cancelado
895,2019-03-18 08:43:56.000000 UTC,13,cancelado
1460,2019-07-29 04:47:40.000000 UTC,13,cancelado
2076,2019-08-18 21:38:08.000000 UTC,13,cancelado
2375,2019-09-05 16:17:57.000000 UTC,13,cancelado
4206,2019-05-24 16:05:31.000000 UTC,13,cancelado
4761,2019-07-03 07:53:23.000000 UTC,13,cancelado
4841,2020-02-24 04:55:00.000000 UTC,13,cancelado
5525,2019-05-27 14:35:37.000000 UTC,13,cancelado
5843,2020-02-18 04:24:34.000000 UTC,13,cancelado
8235,2019-11-11 04:33:40.000000 UTC,13,cancelado
9526,2020-02-16 20:14:11.000000 UTC,13,cancelado
265,2019-09-18 18:32:45.000000 UTC,14,cancelado
723,2019-09-03 04:34:51.000000 UTC,14,cancelado
1485,2019-02-18 20:26:25.000000 UTC,14,cancelado
2933,2020-02-18 20:33:35.000000 UTC,14,cancelado
3098,2019-08-30 15:06:54.000000 UTC,14,cancelado
5022,2019-07-24 21:31:07.000000 UTC,14,cancelado
5278,2019-11-13 03:22:01.000000 UTC,14,cancelado
6989,2019-08-09 12:34:55.000000 UTC,14,cancelado
7067,2019-01-20 13:42:42.000000 UTC,14,cancelado
8126,2020-01-28 20:18:12.000000 UTC,14,cancelado
9134,2019-03-30 06:16:07.000000 UTC,14,cancelado
2002,2019-11-10 00:13:31.000000 UTC,15,cancelado
4278,2019-04-23 13:17:54.000000 UTC,15,cancelado
4473,2019-03-06 12:43:49.000000 UTC,15,cancelado
4493,2020-01-10 12:20:40.000000 UTC,15,cancelado
4740,2019-09-18 06:18:19.000000 UTC,15,cancelado
6079,2019-02-11 17:29:31.000000 UTC,15,cancelado
6191,2020-02-17 06:49:10.000000 UTC,15,cancelado
6872,2019-01-15 10:38:29.000000 UTC,15,cancelado
7862,2019-11-19 03:47:04.000000 UTC,15,cancelado
7915,2019-09-19 17:13:48.000000 UTC,15,cancelado
3691,2019-08-20 17:34:49.000000 UTC,16,cancelado
4572,2019-02-17 22:46:14.000000 UTC,16,cancelado
5516,2020-02-29 09:56:53.000000 UTC,16,cancelado
5898,2019-08-12 06:36:01.000000 UTC,16,cancelado
6177,2019-01-25 10:45:47.000000 UTC,16,cancelado
6361,2020-02-05 21:19:09.000000 UTC,16,cancelado
7120,2019-08-15 16:38:42.000000 UTC,16,cancelado
8474,2019-12-03 01:34:14.000000 UTC,16,cancelado
9710,2019-08-04 03:25:29.000000 UTC,16,cancelado
1754,2019-01-08 16:10:59.000000 UTC,17,cancelado
2272,2019-11-06 07:48:33.000000 UTC,17,cancelado
2518,2019-07-01 06:27:07.000000 UTC,17,cancelado
2851,2019-10-14 17:40:20.000000 UTC,17,cancelado
4102,2019-04-19 13:28:02.000000 UTC,17,cancelado
4985,2019-06-23 17:48:14.000000 UTC,17,cancelado
5147,2019-01-21 12:07:05.000000 UTC,17,cancelado
8513,2019-11-09 08:33:02.000000 UTC,17,cancelado
9652,2019-12-23 08:48:24.000000 UTC,17,cancelado
492,2019-02-12 21:46:12.000000 UTC,18,cancelado
1203,2019-03-23 07:40:46.000000 UTC,18,cancelado
1940,2019-12-30 02:33:27.000000 UTC,18,cancelado
4411,2019-04-19 00:01:23.000000 UTC,18,cancelado
6325,2019-03-15 13:13:38.000000 UTC,18,cancelado
6744,2019-01-22 12:00:11.000000 UTC,18,cancelado
9961,2019-10-09 07:41:24.000000 UTC,18,cancelado
1902,2020-02-10 01:15:46.000000 UTC,19,cancelado
3024,2019-08-12 05:36:59.000000 UTC,19,cancelado
3840,2019-03-24 18:18:07.000000 UTC,19,cancelado
4969,2020-01-17 22:43:05.000000 UTC,19,cancelado
5574,2019-01-02 15:31:37.000000 UTC,19,cancelado
5602,2019-07-09 04:51:51.000000 UTC,19,cancelado
8129,2019-08-03 12:32:19.000000 UTC,19,cancelado
8753,2019-08-11 04:28:50.000000 UTC,19,cancelado
9189,2019-03-08 10:49:26.000000 UTC,19,cancelado
9488,2019-08-08 20:17:31.000000 UTC,19,cancelado
398,2019-12-05 06:42:19.000000 UTC,20,cancelado
967,2019-06-21 11:37:35.000000 UTC,20,cancelado
2021,2019-12-23 11:55:40.000000 UTC,20,cancelado
2221,2019-11-23 15:26:30.000000 UTC,20,cancelado
2618,2019-10-11 06:26:00.000000 UTC,20,cancelado
5186,2019-09-08 01:01:36.000000 UTC,20,cancelado
5420,2019-02-16 03:47:24.000000 UTC,20,cancelado
5633,2019-05-05 22:35:56.000000 UTC,20,cancelado
6136,2019-10-29 10:56:05.000000 UTC,20,cancelado
6765,2019-11-06 19:50:15.000000 UTC,20,cancelado
7974,2020-02-13 01:32:52.000000 UTC,20,cancelado
2858,2020-01-23 11:59:32.000000 UTC,21,cancelado
3589,2019-07-21 10:11:10.000000 UTC,21,cancelado
9328,2019-03-23 03:07:47.000000 UTC,21,cancelado
9837,2020-02-14 07:54:03.000000 UTC,21,cancelado
888,2020-01-04 12:08:46.000000 UTC,22,cancelado
1391,2020-01-21 02:57:35.000000 UTC,22,cancelado
1882,2019-09-15 14:41:51.000000 UTC,22,cancelado
2309,2020-01-23 08:04:07.000000 UTC,22,cancelado
2829,2020-02-10 08:54:29.000000 UTC,22,cancelado
3057,2019-09-05 04:31:05.000000 UTC,22,cancelado
3641,2019-08-27 20:13:35.000000 UTC,22,cancelado
8329,2019-02-04 05:23:31.000000 UTC,22,cancelado
3188,2019-12-05 19:07:34.000000 UTC,23,cancelado
4484,2019-06-09 20:54:22.000000 UTC,23,cancelado
4515,2019-11-29 07:36:10.000000 UTC,23,cancelado
4649,2019-11-28 07:19:07.000000 UTC,23,cancelado
9106,2019-11-12 08:02:52.000000 UTC,23,cancelado
412,2020-01-19 16:07:15.000000 UTC,24,cancelado
846,2019-10-07 16:49:03.000000 UTC,24,cancelado
2599,2019-02-14 17:37:43.000000 UTC,24,cancelado
4513,2019-10-10 09:20:19.000000 UTC,24,cancelado
5626,2020-02-18 20:18:20.000000 UTC,24,cancelado
8460,2019-09-04 13:58:55.000000 UTC,24,cancelado
206,2019-11-29 03:15:33.000000 UTC,25,cancelado
421,2019-08-10 07:46:52.000000 UTC,25,cancelado
1613,2020-02-07 23:56:11.000000 UTC,25,cancelado
3073,2019-06-26 23:52:21.000000 UTC,25,cancelado
4435,2019-04-03 22:21:30.000000 UTC,25,cancelado
4463,2019-04-10 01:48:10.000000 UTC,25,cancelado
5343,2019-10-11 23:00:18.000000 UTC,25,cancelado
6696,2019-06-09 15:19:10.000000 UTC,25,cancelado
7027,2020-02-04 13:06:05.000000 UTC,25,cancelado
7506,2019-11-19 11:08:10.000000 UTC,25,cancelado
8011,2019-11-29 15:32:57.000000 UTC,25,cancelado
8153,2019-05-16 00:19:18.000000 UTC,25,cancelado
8178,2019-11-08 09:30:18.000000 UTC,25,cancelado
3245,2019-04-04 03:21:50.000000 UTC,26,cancelado
3963,2019-09-08 07:15:54.000000 UTC,26,cancelado
4788,2019-07-02 15:11:56.000000 UTC,26,cancelado
5595,2019-08-08 10:03:28.000000 UTC,26,cancelado
5747,2019-11-12 00:49:24.000000 UTC,26,cancelado
6555,2019-08-13 18:08:59.000000 UTC,26,cancelado
6661,2019-04-25 19:00:56.000000 UTC,26,cancelado
8030,2019-04-29 18:18:03.000000 UTC,26,cancelado
8557,2019-06-07 02:05:19.000000 UTC,26,cancelado
5929,2019-02-24 00:39:34.000000 UTC,27,cancelado
6257,2019-05-19 18:38:42.000000 UTC,27,cancelado
7335,2019-02-21 08:46:47.000000 UTC,27,cancelado
7560,2019-03-28 03:26:13.000000 UTC,27,cancelado
7631,2019-10-07 14:35:03.000000 UTC,27,cancelado
2083,2019-07-18 11:34:39.000000 UTC,28,cancelado
4075,2019-02-06 17:38:12.000000 UTC,28,cancelado
8895,2019-09-19 08:56:27.000000 UTC,28,cancelado
9810,2019-04-23 10:10:24.000000 UTC,28,cancelado
1736,2019-05-13 20:15:49.000000 UTC,29,cancelado
2170,2019-04-15 16:35:40.000000 UTC,29,cancelado
2327,2019-07-04 23:49:47.000000 UTC,29,cancelado
4745,2019-01-01 17:12:18.000000 UTC,29,cancelado
8049,2020-01-25 10:20:00.000000 UTC,29,cancelado
9471,2019-03-25 12:12:12.000000 UTC,29,cancelado
9940,2020-01-30 02:50:54.000000 UTC,29,cancelado
1757,2019-01-02 08:55:40.000000 UTC,30,cancelado
2249,2019-09-15 11:26:22.000000 UTC,30,cancelado
3679,2019-07-27 17:42:53.000000 UTC,30,cancelado
3810,2019-08-20 16:18:06.000000 UTC,30,cancelado
9406,2019-05-03 09:57:45.000000 UTC,30,cancelado
9608,2019-12-10 10:09:55.000000 UTC,30,cancelado
188,2019-07-12 14:53:07.000000 UTC,31,cancelado
224,2019-08-06 22:50:35.000000 UTC,31,cancelado
551,2020-01-23 21:42:45.000000 UTC,31,cancelado
5383,2019-11-21 10:39:18.000000 UTC,31,cancelado
5979,2019-03-04 07:20:39.000000 UTC,31,cancelado
6607,2019-05-17 11:26:28.000000 UTC,31,cancelado
9031,2019-12-06 15:38:48.000000 UTC,31,cancelado
9384,2019-12-24 13:25:29.000000 UTC,31,cancelado
9605,2019-11-29 12:21:21.000000 UTC,31,cancelado
9796,2019-05-03 06:56:45.000000 UTC,31,cancelado
105,2019-06-10 02:01:39.000000 UTC,32,cancelado
381,2019-06-26 20:05:07.000000 UTC,32,cancelado
947,2019-10-18 13:22:23.000000 UTC,32,cancelado
1339,2019-07-06 04:36:20.000000 UTC,32,cancelado
1872,2019-06-06 17:04:31.000000 UTC,32,cancelado
3715,2019-10-25 18:09:05.000000 UTC,32,cancelado
5060,2019-04-17 14:10:44.000000 UTC,32,cancelado
5504,2019-03-30 06:33:18.000000 UTC,32,cancelado
8522,2020-01-21 03:06:52.000000 UTC,32,cancelado
309,2019-10-08 03:13:35.000000 UTC,33,cancelado
519,2019-08-15 02:59:23.000000 UTC,33,cancelado
916,2019-05-05 09:33:23.000000 UTC,33,cancelado
1873,2019-05-14 12:45:17.000000 UTC,33,cancelado
9622,2019-03-11 12:14:08.000000 UTC,33,cancelado
9740,2019-03-28 22:00:07.000000 UTC,33,cancelado
437,2019-10-15 20:37:53.000000 UTC,34,cancelado
974,2019-08-26 04:55:15.000000 UTC,34,cancelado
1220,2019-04-14 07:05:17.000000 UTC,34,cancelado
2741,2019-04-17 20:49:34.000000 UTC,34,cancelado
2968,2019-08-31 02:30:53.000000 UTC,34,cancelado
3126,2019-08-04 19:52:36.000000 UTC,34,cancelado
3482,2019-10-16 01:34:39.000000 UTC,34,cancelado
4349,2019-09-19 01:21:12.000000 UTC,34,cancelado
5924,2019-07-12 09:04:27.000000 UTC,34,cancelado
6491,2020-02-13 12:31:31.000000 UTC,34,cancelado
8413,2019-03-17 11:19:54.000000 UTC,34,cancelado
9033,2019-04-19 17:56:33.000000 UTC,34,cancelado
9333,2019-06-13 10:14:43.000000 UTC,34,cancelado
9438,2019-12-17 15:40:31.000000 UTC,34,cancelado
762,2019-03-12 17:20:38.000000 UTC,35,cancelado
1776,2019-09-22 13:06:24.000000 UTC,35,cancelado
2320,2019-01-26 18:07:06.000000 UTC,35,cancelado
4039,2019-11-13 22:14:47.000000 UTC,35,cancelado
6832,2019-11-07 02:50:59.000000 UTC,35,cancelado
7081,2019-02-10 17:29:07.000000 UTC,35,cancelado
8345,2020-01-10 10:53:41.000000 UTC,35,cancelado
122,2019-02-24 14:39:59.000000 UTC,36,cancelado
3261,2020-01-23 08:05:34.000000 UTC,36,cancelado
3888,2019-04-10 15:07:26.000000 UTC,36,cancelado
4896,2019-09-24 11:21:08.000000 UTC,36,cancelado
5694,2019-02-18 12:18:36.000000 UTC,36,cancelado
6346,2019-04-19 23:56:33.000000 UTC,36,cancelado
7330,2019-08-02 21:30:26.000000 UTC,36,cancelado
1176,2020-02-07 05:49:20.000000 UTC,37,cancelado
2806,2019-11-28 05:34:30.000000 UTC,37,cancelado
4159,2019-11-20 02:35:27.000000 UTC,37,cancelado
4492,2019-09-26 22:36:41.000000 UTC,37,cancelado
4571,2019-04-04 21:56:55.000000 UTC,37,cancelado
7365,2019-08-25 17:07:53.000000 UTC,37,cancelado
8270,2019-11-29 07:29:49.000000 UTC,37,cancelado
8771,2019-06-30 09:54:01.000000 UTC,37,cancelado
9543,2019-07-05 21:02:53.000000 UTC,37,cancelado
671,2019-07-24 05:11:48.000000 UTC,38,cancelado
1380,2020-02-17 14:10:34.000000 UTC,38,cancelado
1812,2019-06-20 20:12:23.000000 UTC,38,cancelado
2304,2019-08-05 03:25:36.000000 UTC,38,cancelado
2989,2019-03-22 08:42:59.000000 UTC,38,cancelado
6717,2019-06-13 02:58:07.000000 UTC,38,cancelado
8620,2019-10-16 16:02:06.000000 UTC,38,cancelado
9006,2019-11-17 22:24:00.000000 UTC,38,cancelado
9373,2019-07-03 15:41:08.000000 UTC,38,cancelado
9834,2019-01-16 21:14:21.000000 UTC,38,cancelado
4681,2019-10-15 09:02:33.000000 UTC,39,cancelado
5114,2019-09-21 23:23:14.000000 UTC,39,cancelado
8186,2019-05-14 05:04:32.000000 UTC,39,cancelado
9413,2019-01-15 19:37:51.000000 UTC,39,cancelado
1589,2019-05-11 06:53:22.000000 UTC,40,cancelado
2358,2019-02-14 04:02:14.000000 UTC,40,cancelado
4192,2019-04-06 04:58:35.000000 UTC,40,cancelado
9359,2019-09-26 04:24:18.000000 UTC,40,cancelado
9395,2019-06-08 21:55:30.000000 UTC,40,cancelado
354,2019-03-14 20:05:42.000000 UTC,41,cancelado
2473,2019-10-25 18:30:08.000000 UTC,41,cancelado
4230,2019-05-18 22:41:23.000000 UTC,41,cancelado
4594,2019-03-23 05:27:41.000000 UTC,41,cancelado
6811,2019-07-28 14:23:34.000000 UTC,41,cancelado
7471,2019-04-10 23:09:48.000000 UTC,41,cancelado
3357,2019-09-09 03:28:13.000000 UTC,42,cancelado
4257,2019-03-31 01:10:29.000000 UTC,42,cancelado
4741,2019-06-29 12:42:38.000000 UTC,42,cancelado
4835,2019-03-26 17:52:06.000000 UTC,42,cancelado
6789,2019-10-08 16:02:08.000000 UTC,42,cancelado
7993,2019-06-19 20:15:10.000000 UTC,42,cancelado
1433,2019-12-28 00:26:35.000000 UTC,43,cancelado
3113,2019-11-19 19:37:56.000000 UTC,43,cancelado
6213,2019-04-25 21:37:09.000000 UTC,43,cancelado
6381,2019-10-26 14:11:13.000000 UTC,43,cancelado
7679,2019-07-13 15:42:59.000000 UTC,43,cancelado
858,2020-02-01 14:04:53.000000 UTC,44,cancelado
2695,2019-06-23 07:54:28.000000 UTC,44,cancelado
4560,2019-10-07 22:20:34.000000 UTC,44,cancelado
6344,2019-09-15 07:00:12.000000 UTC,44,cancelado
8716,2019-12-27 09:38:57.000000 UTC,44,cancelado
1627,2020-02-18 04:36:35.000000 UTC,45,cancelado
1696,2019-02-10 13:39:08.000000 UTC,45,cancelado
1954,2019-07-02 19:54:21.000000 UTC,45,cancelado
8671,2019-06-30 16:28:03.000000 UTC,45,cancelado
68,2019-12-14 12:51:02.000000 UTC,46,cancelado
1794,2019-04-06 18:20:51.000000 UTC,46,cancelado
3415,2019-06-22 15:59:07.000000 UTC,46,cancelado
3858,2019-05-11 23:20:29.000000 UTC,46,cancelado
5235,2019-02-14 07:56:17.000000 UTC,46,cancelado
6128,2019-09-28 14:52:14.000000 UTC,46,cancelado
6683,2019-11-01 17:06:57.000000 UTC,46,cancelado
7266,2020-01-15 12:35:23.000000 UTC,46,cancelado
8428,2019-03-24 10:10:43.000000 UTC,46,cancelado
9730,2019-01-10 11:36:39.000000 UTC,46,cancelado
49,2019-03-24 08:38:17.000000 UTC,47,cancelado
2156,2020-01-21 09:59:27.000000 UTC,47,cancelado
2746,2019-07-30 16:00:55.000000 UTC,47,cancelado
2929,2019-06-21 13:09:40.000000 UTC,47,cancelado
3019,2019-03-12 22:55:07.000000 UTC,47,cancelado
3236,2019-11-01 11:55:08.000000 UTC,47,cancelado
3518,2019-04-21 16:47:28.000000 UTC,47,cancelado
4082,2020-03-01 15:39:45.000000 UTC,47,cancelado
5156,2019-02-23 04:13:24.000000 UTC,47,cancelado
6474,2019-02-15 11:35:08.000000 UTC,47,cancelado
7804,2019-03-19 01:37:10.000000 UTC,47,cancelado
8425,2019-10-09 06:01:56.000000 UTC,47,cancelado
9793,2020-01-09 13:10:41.000000 UTC,47,cancelado
3882,2019-05-27 22:02:56.000000 UTC,48,cancelado
4438,2019-06-21 07:43:26.000000 UTC,48,cancelado
4708,2020-01-17 14:50:46.000000 UTC,48,cancelado
4749,2019-10-05 05:58:38.000000 UTC,48,cancelado
6062,2019-12-13 16:05:08.000000 UTC,48,cancelado
8276,2020-01-31 01:42:42.000000 UTC,48,cancelado
1986,2019-05-18 10:03:42.000000 UTC,49,cancelado
2077,2019-07-31 02:17:26.000000 UTC,49,cancelado
2371,2019-03-18 08:34:45.000000 UTC,49,cancelado
4347,2019-06-06 10:38:34.000000 UTC,49,cancelado
4357,2019-01-05 11:13:57.000000 UTC,49,cancelado
4585,2020-02-05 18:03:56.000000 UTC,49,cancelado
5664,2019-10-18 17:42:00.000000 UTC,49,cancelado
6195,2019-08-02 15:36:05.000000 UTC,49,cancelado
6240,2019-03-04 23:14:46.000000 UTC,49,cancelado
1117,2019-10-26 09:46:32.000000 UTC,50,cancelado
3651,2019-09-22 15:03:49.000000 UTC,50,cancelado
3974,2020-01-13 05:14:42.000000 UTC,50,cancelado
1026,2019-10-31 05:57:07.000000 UTC,51,cancelado
1215,2019-07-15 08:36:43.000000 UTC,51,cancelado
2678,2019-05-01 17:56:51.000000 UTC,51,cancelado
5013,2019-08-20 17:04:54.000000 UTC,51,cancelado
8232,2019-06-01 11:32:01.000000 UTC,51,cancelado
8833,2019-02-17 22:13:32.000000 UTC,51,cancelado
9173,2019-04-16 07:14:02.000000 UTC,51,cancelado
1789,2020-01-10 05:23:55.000000 UTC,52,cancelado
2274,2019-11-04 01:00:11.000000 UTC,52,cancelado
2311,2019-10-14 14:46:45.000000 UTC,52,cancelado
3936,2019-08-22 01:29:55.000000 UTC,52,cancelado
5639,2019-05-03 01:47:05.000000 UTC,52,cancelado
5878,2019-05-14 13:38:14.000000 UTC,52,cancelado
5983,2019-03-22 23:56:34.000000 UTC,52,cancelado
7110,2019-06-10 21:18:52.000000 UTC,52,cancelado
8311,2019-04-20 00:08:51.000000 UTC,52,cancelado
9728,2019-07-22 03:13:15.000000 UTC,52,cancelado
1406,2019-05-27 19:42:04.000000 UTC,53,cancelado
1520,2019-10-20 09:39:09.000000 UTC,53,cancelado
2079,2019-01-17 02:35:20.000000 UTC,53,cancelado
9211,2019-11-08 18:04:00.000000 UTC,53,cancelado
110,2019-02-11 10:03:44.000000 UTC,54,cancelado
928,2019-06-08 02:20:44.000000 UTC,54,cancelado
2163,2019-11-22 02:19:06.000000 UTC,54,cancelado
3387,2019-11-22 06:59:10.000000 UTC,54,cancelado
4530,2019-01-27 11:33:19.000000 UTC,54,cancelado
9954,2019-12-14 03:42:29.000000 UTC,54,cancelado
54,2019-01-16 16:22:50.000000 UTC,55,cancelado
128,2019-07-08 13:33:12.000000 UTC,55,cancelado
130,2019-11-17 11:15:13.000000 UTC,55,cancelado
1715,2019-01-01 15:28:00.000000 UTC,55,cancelado
3644,2020-01-12 05:03:22.000000 UTC,55,cancelado
4774,2020-02-07 13:50:03.000000 UTC,55,cancelado
5599,2019-06-18 10:55:07.000000 UTC,55,cancelado
5746,2019-07-24 11:22:14.000000 UTC,55,cancelado
6903,2019-01-28 22:53:08.000000 UTC,55,cancelado
7337,2019-12-24 18:24:10.000000 UTC,55,cancelado
8080,2019-05-16 05:44:04.000000 UTC,55,cancelado
8255,2019-02-01 17:50:11.000000 UTC,55,cancelado
9240,2020-01-31 22:55:58.000000 UTC,55,cancelado
1428,2019-05-31 11:27:16.000000 UTC,56,cancelado
2512,2019-08-26 19:08:15.000000 UTC,56,cancelado
2819,2019-07-29 07:37:30.000000 UTC,56,cancelado
3438,2019-12-23 07:40:00.000000 UTC,56,cancelado
3731,2019-02-12 15:15:52.000000 UTC,56,cancelado
7233,2019-06-20 19:18:22.000000 UTC,56,cancelado
8047,2020-02-11 21:01:53.000000 UTC,56,cancelado
9396,2019-04-26 08:01:49.000000 UTC,56,cancelado
1341,2019-12-06 23:53:39.000000 UTC,57,cancelado
2071,2019-11-28 23:16:48.000000 UTC,57,cancelado
3962,2019-08-16 01:00:35.000000 UTC,57,cancelado
4172,2019-08-31 02:40:38.000000 UTC,57,cancelado
5668,2019-11-16 09:17:41.000000 UTC,57,cancelado
7255,2019-04-24 07:22:07.000000 UTC,57,cancelado
1998,2019-03-06 00:16:00.000000 UTC,58,cancelado
2479,2019-02-28 03:01:49.000000 UTC,58,cancelado
4391,2019-06-02 18:49:15.000000 UTC,58,cancelado
4630,2019-10-12 16:17:39.000000 UTC,58,cancelado
5130,2019-03-21 12:44:07.000000 UTC,58,cancelado
6793,2019-08-16 02:54:35.000000 UTC,58,cancelado
7788,2019-12-28 15:18:55.000000 UTC,58,cancelado
9520,2019-10-25 04:37:28.000000 UTC,58,cancelado
9685,2019-06-02 12:55:23.000000 UTC,58,cancelado
883,2019-12-14 23:38:00.000000 UTC,59,cancelado
1933,2019-11-21 12:02:31.000000 UTC,59,cancelado
1984,2019-01-13 10:57:55.000000 UTC,59,cancelado
4090,2019-11-29 05:02:51.000000 UTC,59,cancelado
4843,2019-06-25 05:02:44.000000 UTC,59,cancelado
4905,2020-01-03 08:15:48.000000 UTC,59,cancelado
6826,2020-02-23 06:50:58.000000 UTC,59,cancelado
6954,2019-01-17 03:56:26.000000 UTC,59,cancelado
1236,2019-09-06 20:18:40.000000 UTC,60,cancelado
3520,2019-09-22 10:01:21.000000 UTC,60,cancelado
4351,2019-06-27 21:28:14.000000 UTC,60,cancelado
5103,2019-02-22 15:59:52.000000 UTC,60,cancelado
8221,2019-04-09 12:04:14.000000 UTC,60,cancelado
8426,2019-09-04 07:02:50.000000 UTC,60,cancelado
9560,2019-01-02 00:08:10.000000 UTC,60,cancelado
9570,2019-01-15 00:18:13.000000 UTC,60,cancelado
9598,2019-02-23 05:47:04.000000 UTC,60,cancelado
9687,2019-09-25 20:06:22.000000 UTC,60,cancelado
181,2019-07-03 23:14:39.000000 UTC,61,cancelado
837,2019-01-19 16:29:28.000000 UTC,61,cancelado
1288,2019-02-23 21:14:31.000000 UTC,61,cancelado
1770,2020-02-15 09:00:30.000000 UTC,61,cancelado
1842,2019-05-31 00:03:02.000000 UTC,61,cancelado
2601,2019-08-14 14:48:08.000000 UTC,61,cancelado
